iter	RMSE
223	0.07715865291
224	0.07637358799
225	0.07623603172
226	0.07607969624
227	0.07549885913
228	0.07534949582
229	0.07520833931
230	0.07505862776
231	0.07491654086
232	0.07430618946
233	0.07416481578
234	0.07321296557
235	0.07256964091
236	0.07242890273
237	0.07228756102
238	0.07215398649
239	0.07201450235
240	0.0712480556
241	0.07061651243
242	0.0704803599
243	0.07035635551
244	0.07022787197
245	0.07009641164
246	0.06996579704
247	0.06984239413
248	0.06971854322
249	0.06959175514
250	0.06947000977
251	0.06861638474
252	0.06849584861
253	0.06837028624
254	0.06766140547
255	0.06729191039
256	0.06716945137
257	0.0663751388
258	0.06625710303
259	0.06577748307
260	0.06520232613
261	0.06508291319
262	0.06496490532
263	0.0642120013
264	0.06409634567
265	0.0635149472
266	0.06294248534
267	0.06283010825
268	0.0627193204
269	0.06260995877
270	0.06199216268
271	0.0618835084
272	0.06142142235
273	0.06131398953
274	0.060848258
275	0.06074312369
276	0.06063938765
277	0.06053546208
278	0.06043298618
279	0.06033131671
280	0.05983350986
281	0.05973388914
282	0.05963347902
283	0.05953525392
284	0.0589511813
285	0.05837356463
286	0.05827515788
287	0.05781240826
288	0.05727523292
289	0.05717872149
290	0.05708272063
291	0.05693425553
292	0.05684002195
293	0.05674642183
294	0.05620938286
295	0.05611660118
296	0.05602483004
297	0.05593385399
298	0.05584353101
299	0.05523355789
300	0.05490531428
301	0.05449887211
302	0.05441093877
303	0.05432366001
304	0.0538608653
305	0.05377385988
306	0.05368690283
307	0.05330466473
308	0.05271239732
309	0.05212544362
310	0.05165555559
311	0.0515704807
312	0.05101982614
313	0.05093553473
314	0.05081511069
315	0.05073230634
316	0.05031440344
317	0.05023268065
318	0.05015151211
319	0.04974993612
320	0.04966900253
321	0.04958888355
322	0.04921338997
323	0.04913480936
324	0.04870660013
325	0.04862951779
326	0.04833914899
327	0.04797146537
328	0.04789507745
329	0.04781913364
330	0.04764190876
331	0.04727742487
332	0.04716977004
333	0.0470955583
334	0.04677947925
335	0.04643151979
336	0.04613041387
337	0.0460571181
338	0.04598418039
339	0.04572363102
340	0.04550208554
341	0.04543015725
342	0.04533049634
343	0.04502898933
344	0.0449576784
345	0.04488731621
346	0.04481765901
347	0.04455341698
348	0.04448410329
349	0.04416454108
350	0.04388572566
351	0.04381708659
352	0.04374913512
353	0.04351909049
354	0.04345152869
355	0.04338462184
356	0.04318126943
357	0.04296932504
358	0.04290191854
359	0.04283512838
360	0.04244743463
361	0.04238151706
362	0.04231615138
363	0.04225144043
364	0.04218707893
365	0.04178832627
366	0.04170406648
367	0.04164052228
368	0.04141657394
369	0.04135351525
370	0.04109564998
371	0.04086695378
372	0.0408044391
373	0.04042996161
374	0.04015203547
375	0.04009100517
376	0.04003050478
377	0.03970481984
378	0.03964485551
379	0.03947189653
380	0.03941226988
381	0.03935341877
382	0.03929494426
383	0.03923685645
384	0.03899294624
385	0.03872440527
386	0.03866717979
387	0.03861041551
388	0.03831147711
389	0.03798605515
390	0.03792948079
391	0.03787351548
392	0.03781799389
393	0.03749914182
394	0.03744412586
395	0.03737901257
396	0.03721803695
397	0.0371638447
398	0.03711018168
399	0.03685218826
400	0.03679869525
401	0.03674568554
402	0.03658084162
403	0.03642124216
404	0.03636787734
405	0.03631510877
406	0.03626271977
407	0.03621055864
408	0.03615880622
409	0.03592613288
410	0.03587492275
411	0.03582406789
412	0.03577344411
413	0.03552777233
414	0.0354777163
415	0.03542818227
416	0.03537781584
417	0.03503643946
418	0.03497305851
419	0.03478651074
420	0.0347404907
421	0.03451720931
422	0.03446782611
423	0.03441896231
424	0.03411673335
425	0.03406858983
426	0.03402097907
427	0.03397819945
428	0.03378777526
429	0.03374055975
430	0.03350240179
431	0.03345568694
432	0.033410221
433	0.03311994319
434	0.03290424862
435	0.03285843089
436	0.03281384241
437	0.03276882886
438	0.03256609938
439	0.03252152772
440	0.03247739555
441	0.03243514254
442	0.03239221877
443	0.03226498965
444	0.03222136937
445	0.0321787483
446	0.03213576463
447	0.03209304033
448	0.03205053457
449	0.03199637811
450	0.03195472412
451	0.03191273857
452	0.03187097632
453	0.03163258191
454	0.03159247391
455	0.03137526858
456	0.03133407391
457	0.03128383557
458	0.03124317567
459	0.0312044458
460	0.03098490505
461	0.03076327417
462	0.03056139535
463	0.03052121859
464	0.03048152611
465	0.03044201229
466	0.03034753319
467	0.03030828905
468	0.03004574897
469	0.02983828013
470	0.02979949448
471	0.02976102395
472	0.02972674308
473	0.02969270049
474	0.02949825956
475	0.02946042733
476	0.02928269989
477	0.02902600139
478	0.02898855338
479	0.02895169817
480	0.02882178603
481	0.02878511407
482	0.02859583079
483	0.02855542113
484	0.02835347053
485	0.0283213178
486	0.02828569749
487	0.02825169164
488	0.02821653978
489	0.0280087994
490	0.027973982
491	0.02793942864
492	0.02776080252
493	0.02772657097
494	0.02769252391
495	0.02765704717
496	0.02748297451
497	0.02744938152
498	0.02741612766
499	0.02738151792
500	0.02734847587
501	0.02716818486
502	0.02713886164
503	0.02710610875
504	0.02707504315
505	0.02704271016
506	0.02700899272
507	0.02684549351
508	0.0268134141
509	0.02678017608
510	0.02674717266
511	0.02671576663
512	0.02668447694
513	0.02665543045
514	0.02662443456
515	0.02643573771
516	0.02640480312
517	0.02628776792
518	0.02625700486
519	0.02609140942
520	0.02591809545
521	0.02588743392
522	0.02585716075
523	0.02565238562
524	0.02562262991
525	0.02544716709
526	0.02524586941
527	0.02521670711
528	0.02518784046
529	0.02515917908
530	0.02512977564
531	0.02510146963
532	0.02507241266
533	0.02504349592
534	0.02501568229
535	0.02485985149
536	0.02483125839
537	0.0248029021
538	0.0246289058
539	0.024600758
540	0.02457363246
541	0.02445731599
542	0.0244295912
543	0.02440207364
544	0.02437542375
545	0.02434822264
546	0.02423664868
547	0.02421292298
548	0.02408103
549	0.02405470244
550	0.02389600913
551	0.02386932413
552	0.02384343725
553	0.0236593156
554	0.02363295917
555	0.0236069242
556	0.02358147458
557	0.02344140217
558	0.02326406726
559	0.0231424312
560	0.02311708354
561	0.0230922925
562	0.02306732876
563	0.0230428379
564	0.02301841642
565	0.02299415556
566	0.02296997589
567	0.02294594225
568	0.02292197262
569	0.02290086907
570	0.02269417857
571	0.02267015402
572	0.02257150554
573	0.02246343614
574	0.02231720398
575	0.02229343313
576	0.02226991671
577	0.02224663812
578	0.02222645199
579	0.02211644191
580	0.02202072474
581	0.02195298108
582	0.02192986404
583	0.02176734249
584	0.0216688718
585	0.02150120785
586	0.02147844929
587	0.02145621218
588	0.02143686
589	0.02141475426
590	0.02139303416
591	0.02131223799
592	0.02122492306
593	0.02117075486
594	0.02107370683
595	0.02097869386
596	0.02089619222
597	0.02087434493
598	0.02085261638
599	0.02083110879
600	0.02080977663
601	0.02078858301
602	0.02076755292
603	0.02074659781
604	0.02072577691
605	0.02070501756
606	0.02063968457
607	0.0205591395
608	0.02053834782
609	0.0205179236
610	0.02043035226
611	0.02030442023
612	0.0202840607
613	0.02021553365
614	0.02006792791
615	0.02004764929
616	0.02002763821
617	0.02000786589
618	0.01998816194
619	0.01986113723
620	0.01971409167
621	0.01969430537
622	0.01958599073
623	0.01956654845
624	0.01942298846
625	0.01936118784
626	0.01934177694
627	0.01926540366
628	0.01924633849
629	0.01922723479
630	0.01907219569
631	0.01900523508
632	0.01898887486
633	0.01890429045
634	0.01888796724
635	0.01886929057
636	0.01874006863
637	0.01872158435
638	0.01870323249
639	0.01868502378
640	0.01856077441
641	0.01854273556
642	0.01841443419
643	0.01839652164
644	0.0183787716
645	0.01836101996
646	0.01834340513
647	0.01825232578
648	0.01823470652
649	0.01806859636
650	0.01805116699
651	0.01791266272
652	0.01785534538
653	0.01783817191
654	0.01782108331
655	0.01774965675
656	0.01773264185
657	0.01771575825
658	0.01769902777
659	0.01760828291
660	0.01759166312
661	0.01752936143
662	0.01747037752
663	0.01738276489
664	0.01736602751
665	0.01730313071
666	0.0171676719
667	0.01707795806
668	0.01699592097
669	0.01691263352
670	0.016896065
671	0.01687971598
672	0.0168635158
673	0.01684753961
674	0.01674799949
675	0.0166008593
676	0.01658494599
677	0.01656920907
678	0.01650984276
679	0.01649422081
680	0.0164326336
681	0.01641713933
682	0.01639309974
683	0.016282674
684	0.01620923555
685	0.01619374805
686	0.01617849462
687	0.01608932461
688	0.01602797899
689	0.01601273165
690	0.01599760417
691	0.01598263135
692	0.01596763746
693	0.01584696785
694	0.01576450463
695	0.01575145049
696	0.01573662244
697	0.01562451745
698	0.01560999526
699	0.01553965187
700	0.01552504347
701	0.01551067028
702	0.01549623157
703	0.01544551565
704	0.01537943358
705	0.01530430797
706	0.01528996454
707	0.01521798375
708	0.01510548023
709	0.01509136055
710	0.01501533099
711	0.01494918891
712	0.01488206316
713	0.01478411229
714	0.01471416708
715	0.01469995007
716	0.0146800546
717	0.01466605103
718	0.01459206469
719	0.01452164128
720	0.01450775419
721	0.01448738995
722	0.01447376535
723	0.01446027218
724	0.01444673941
725	0.01435379214
726	0.01429303288
727	0.0142794547
728	0.01419603336
729	0.01417641971
730	0.01416302445
731	0.01409863259
732	0.014085346
733	0.01407219787
734	0.01403542245
735	0.01402233343
736	0.01393296917
737	0.01385968987
738	0.01384174397
739	0.01378646125
740	0.01370484363
741	0.01369200772
742	0.01362821039
743	0.01361546148
744	0.01357347892
745	0.01356083132
746	0.01349835125
747	0.01348577269
748	0.01342671854
749	0.01341425
750	0.01334082283
751	0.01332839352
752	0.01331608709
753	0.01327320999
754	0.01326097188
755	0.0132488217
756	0.01323678032
757	0.0132247905
758	0.01315439651
759	0.01310161833
760	0.01308959042
761	0.01306829846
762	0.01305642979
763	0.0130408827
764	0.01300956976
765	0.01293597451
766	0.01286258136
767	0.01285056293
768	0.01283887873
769	0.01282729229
770	0.01281585186
771	0.01277177959
772	0.01276036548
773	0.01274902468
774	0.01273167603
775	0.01264851335
776	0.01263716615
777	0.01257438782
778	0.01247381178
779	0.0123775023
780	0.01233244682
781	0.0122778889
782	0.01226028157
783	0.01220396482
784	0.01212192354
785	0.01211100658
786	0.0121003083
787	0.01202768103
788	0.01192991063
789	0.01191931743
790	0.01186528453
791	0.01183501719
792	0.01182461559
793	0.01181431605
794	0.01180405937
795	0.01177005026
796	0.01167988558
797	0.01159327297
798	0.01158304107
799	0.01151361323
800	0.01150321023
801	0.01143500118
802	0.01138374432
803	0.01137374352
804	0.01136369672
805	0.01130216295
806	0.01122549306
807	0.01120694255
808	0.01119701759
809	0.01118732952
810	0.01113209396
811	0.01112245497
812	0.01111293117
813	0.01110239603
814	0.01106854089
815	0.01098743216
816	0.01097732649
817	0.01096737394
818	0.01087956569
819	0.01080577025
820	0.0107859144
821	0.01072093491
822	0.01066381435
823	0.01062304797
824	0.01061386715
825	0.01060460198
826	0.01057225488
827	0.01053352563
828	0.01047088547
829	0.01045430992
830	0.01042928257
831	0.01039344619
832	0.01038431229
833	0.01035299383
834	0.01031837777
835	0.01030927394
836	0.01029255706
837	0.01024737501
838	0.01023863249
839	0.01020700317
840	0.01014474724
841	0.01009228082
842	0.01005703333
843	0.01004845562
844	0.01002029345
845	0.009982013363
846	0.009940496156
847	0.009905582299
848	0.00984497417
849	0.00980152045
850	0.009750714427
851	0.009688509372
852	0.009634119256
853	0.009584961199
854	0.009576643811
855	0.009568416494
856	0.009556542115
857	0.009496004312
858	0.009487186208
859	0.009479128466
860	0.00947095739
861	0.009426064928
862	0.009418056561
863	0.009388383967
864	0.009360529724
865	0.009328152151
866	0.009293949527
867	0.009245116017
868	0.009183866725
869	0.009133386074
870	0.009125603886
871	0.009099426405
872	0.009043686083
873	0.009035984339
874	0.00900389403
875	0.008996076082
876	0.008939278443
877	0.008892194658
878	0.008840574232
879	0.008833021733
880	0.008818744937
881	0.008783913052
882	0.008776478652
883	0.008768899671
884	0.008727256866
885	0.0087199668
886	0.008678543035
887	0.008629312123
888	0.00862189104
889	0.008565128585
890	0.008558808611
891	0.008551509975
892	0.008507591221
893	0.008492998182
894	0.008446628178
895	0.008414079912
896	0.00836919384
897	0.008335057701
898	0.008304933862
899	0.008273142605
900	0.008264640734
901	0.00825763092
902	0.008225433361
903	0.008218294796
904	0.00818699651
905	0.008134762089
906	0.008063740871
907	0.008056814053
908	0.008049436569
909	0.008040473832
910	0.008003100801
911	0.00796750449
912	0.007940130938
913	0.007902920543
914	0.007881115976
915	0.00786564949
916	0.007838382863
917	0.007831023274
918	0.007787712829
919	0.007738566627
920	0.007728679249
921	0.00768478332
922	0.007678268628
923	0.00763839991
924	0.007590038049
925	0.00758414375
926	0.007545930339
927	0.007539661425
928	0.00750657047
929	0.007486086136
930	0.007436455747
931	0.007430256958
932	0.007393926129
933	0.007364679519
934	0.00733199749
935	0.007313878772
936	0.007307711837
937	0.007285975495
938	0.007264004951
939	0.0072293737
940	0.007223509885
941	0.007197288285
942	0.007192037145
943	0.007173493162
944	0.007167710372
945	0.00712282533
946	0.007097097871
947	0.007067641744
948	0.00703936506
949	0.007013930853
950	0.00698684461
951	0.006978432709
952	0.006950796938
953	0.006945165075
954	0.006907210014
955	0.006868906933
956	0.006862635735
957	0.006834864654
958	0.006800092122
959	0.006758553331
960	0.006729921169
961	0.006706632107
962	0.006661404686
963	0.006627234297
964	0.006589850892
965	0.006564868444
966	0.006559562287
967	0.006513725789
968	0.006475596723
969	0.006439492362
970	0.006410378716
971	0.006372532616
972	0.006367173074
973	0.006361879898
974	0.006321771123
975	0.006301049402
976	0.00629568975
977	0.006275357806
978	0.006270045941
979	0.006229945428
980	0.006208252039
981	0.006178562205
982	0.006171437274
983	0.006166229052
984	0.006160614729
985	0.006155518897
986	0.006129980675
987	0.006106075043
988	0.006067748973
989	0.006040789632
990	0.006011200441
991	0.005996008622
992	0.005969029955
993	0.005946855899
994	0.005942278752
995	0.005913339353
996	0.005895979289
997	0.005891106906
998	0.005867034442
999	0.005861868481
